3K_DNA_IRIS_UNIQUE_ID;TYPE
IRIS-313-8595;ind2
IRIS-313-8599;trop2
IRIS-313-8603;indx
IRIS-313-8606;ind3
IRIS-313-8608;ind3
IRIS-313-8614;ind2
IRIS-313-8616;ind1B
IRIS-313-8621;ind1B
IRIS-313-8622;ind2
IRIS-313-8626;trop1
IRIS-313-8627;trop1
IRIS-313-8631;ind2
IRIS-313-8632;ind2
IRIS-313-8637;trop2
IRIS-313-8638;ind3
IRIS-313-8641;aus
IRIS-313-8643;ind3
IRIS-313-8645;ind1A
IRIS-313-8647;ind2
IRIS-313-8655;aus
IRIS-313-8656;aro
IRIS-313-8657;indx
IRIS-313-8658;japx
IRIS-313-8659;indx
IRIS-313-8660;ind2
IRIS-313-8664;trop1
IRIS-313-8665;temp
IRIS-313-8669;japx
IRIS-313-8674;ind3
IRIS-313-8679;ind3
IRIS-313-8681;ind3
IRIS-313-8683;ind2
IRIS-313-8687;trop1
IRIS-313-8690;japx
IRIS-313-8694;trop1
IRIS-313-8697;ind3
IRIS-313-8699;indx
IRIS-313-8702;ind3
IRIS-313-8703;ind2
IRIS-313-8704;ind2
IRIS-313-8712;aro
IRIS-313-8713;ind3
IRIS-313-8717;indx
IRIS-313-8721;aus
IRIS-313-8722;ind3
IRIS-313-8723;ind3
IRIS-313-8725;ind3
IRIS-313-8727;ind2
IRIS-313-8731;ind2
IRIS-313-8732;ind1B
IRIS-313-8733;ind2
IRIS-313-8735;japx
IRIS-313-8737;ind2
IRIS-313-8739;admix
IRIS-313-8743;indx
IRIS-313-8744;ind3
IRIS-313-8745;trop1
IRIS-313-8747;aro
IRIS-313-8751;ind3
IRIS-313-8754;ind2
IRIS-313-8755;temp
IRIS-313-8757;ind2
IRIS-313-8765;aro
IRIS-313-8767;ind3
IRIS-313-8768;trop1
IRIS-313-8769;trop1
IRIS-313-8771;aus
IRIS-313-8778;trop1
IRIS-313-8781;ind3
IRIS-313-8783;admix
IRIS-313-8785;ind3
IRIS-313-8789;aus
IRIS-313-8791;ind3
IRIS-313-8793;ind3
IRIS-313-8796;ind2
IRIS-313-8803;trop1
IRIS-313-8811;ind3
IRIS-313-8812;ind3
IRIS-313-8813;aro
IRIS-313-8814;aro
IRIS-313-8815;trop2
IRIS-313-8822;aus
IRIS-313-8831;ind3
IRIS-313-8833;ind3
IRIS-313-8844;ind2
IRIS-313-8846;indx
IRIS-313-8850;ind2
IRIS-313-8854;ind2
IRIS-313-8856;temp
IRIS-313-8857;trop2
IRIS-313-8859;ind1A
IRIS-313-8864;aus
IRIS-313-8865;trop1
IRIS-313-8870;ind3
IRIS-313-8872;japx
IRIS-313-8873;admix
IRIS-313-8876;trop1
IRIS-313-8880;indx
IRIS-313-8883;japx
IRIS-313-8884;trop2
IRIS-313-8889;indx
IRIS-313-8890;temp
IRIS-313-8894;trop1
IRIS-313-8895;ind3
IRIS-313-8900;ind2
IRIS-313-8903;ind3
IRIS-313-8909;ind3
IRIS-313-8911;admix
IRIS-313-8914;indx
IRIS-313-8920;ind2
IRIS-313-8921;temp
IRIS-313-8922;ind2
IRIS-313-8923;trop1
IRIS-313-8924;ind2
IRIS-313-8925;ind2
IRIS-313-8927;trop2
IRIS-313-8930;ind1B
IRIS-313-8932;ind3
IRIS-313-8935;indx
IRIS-313-8940;ind1A
IRIS-313-8946;indx
IRIS-313-8948;ind3
IRIS-313-8955;trop1
IRIS-313-8956;ind3
IRIS-313-8957;ind2
IRIS-313-8960;trop1
IRIS-313-8963;aus
IRIS-313-8967;indx
IRIS-313-8968;ind2
IRIS-313-8976;trop1
IRIS-313-8978;ind3
IRIS-313-8980;ind3
IRIS-313-8982;indx
IRIS-313-8985;ind3
IRIS-313-8986;indx
IRIS-313-8987;indx
IRIS-313-8988;ind2
IRIS-313-8994;indx
IRIS-313-8996;ind3
IRIS-313-8998;trop1
IRIS-313-8999;trop2
IRIS-313-9002;temp
IRIS-313-9005;ind3
IRIS-313-9006;ind3
IRIS-313-9017;indx
IRIS-313-9019;ind3
IRIS-313-9020;ind3
IRIS-313-9023;indx
IRIS-313-9032;ind1B
IRIS-313-9039;ind2
IRIS-313-9044;ind1B
IRIS-313-9048;trop2
IRIS-313-9049;ind2
IRIS-313-9050;trop1
IRIS-313-9053;admix
IRIS-313-9054;ind3
IRIS-313-9062;ind3
IRIS-313-9065;ind1A
IRIS-313-9066;ind1B
IRIS-313-9067;ind2
IRIS-313-9070;ind3
IRIS-313-9072;ind2
IRIS-313-9081;temp
IRIS-313-9083;aro
IRIS-313-9091;indx
IRIS-313-9097;ind3
IRIS-313-9098;ind3
IRIS-313-9101;admix
IRIS-313-9102;ind3
IRIS-313-9108;indx
IRIS-313-9111;ind1A
IRIS-313-9112;ind3
IRIS-313-9114;indx
IRIS-313-9115;ind3
IRIS-313-9116;ind3
IRIS-313-9117;ind3
IRIS-313-9119;ind3
IRIS-313-9120;admix
IRIS-313-9121;ind2
IRIS-313-9123;trop2
IRIS-313-9129;trop1
IRIS-313-9131;ind3
IRIS-313-9137;aus
IRIS-313-9139;ind2
IRIS-313-9140;temp
IRIS-313-9148;ind2
IRIS-313-9156;ind2
IRIS-313-9160;ind3
IRIS-313-9170;aro
IRIS-313-9172;aro
IRIS-313-9174;ind2
IRIS-313-9176;japx
IRIS-313-9182;indx
IRIS-313-9184;indx
IRIS-313-9187;ind2
IRIS-313-9188;ind3
IRIS-313-9190;indx
IRIS-313-9193;japx
IRIS-313-9197;ind3
IRIS-313-9198;ind3
IRIS-313-9201;trop1
IRIS-313-9204;ind1A
IRIS-313-9208;ind3
IRIS-313-9209;ind3
IRIS-313-9210;ind3
IRIS-313-9218;ind2
IRIS-313-9227;ind1B
IRIS-313-9228;temp
IRIS-313-9233;temp
IRIS-313-9239;trop1
IRIS-313-9242;admix
IRIS-313-9243;indx
IRIS-313-9249;temp
IRIS-313-9251;ind3
IRIS-313-9253;ind1A
IRIS-313-9256;indx
IRIS-313-9258;ind2
IRIS-313-9259;ind2
IRIS-313-9262;ind2
IRIS-313-9267;trop1
IRIS-313-9271;ind2
IRIS-313-9273;ind3
IRIS-313-9281;ind3
IRIS-313-9283;aus
IRIS-313-9285;indx
IRIS-313-9286;ind3
IRIS-313-9287;ind2
IRIS-313-9288;ind3
IRIS-313-9294;ind2
IRIS-313-9297;trop1
IRIS-313-9301;trop1
IRIS-313-9302;ind3
IRIS-313-9310;ind3
IRIS-313-9313;indx
IRIS-313-9314;indx
IRIS-313-9317;indx
IRIS-313-9320;ind3
IRIS-313-9324;ind1A
IRIS-313-9325;ind1B
IRIS-313-9329;ind3
IRIS-313-9342;ind3
IRIS-313-9346;temp
IRIS-313-9347;indx
IRIS-313-9348;ind2
IRIS-313-9351;ind2
IRIS-313-9357;ind3
IRIS-313-9360;ind2
IRIS-313-9363;trop1
IRIS-313-9366;japx
IRIS-313-9368;aus
IRIS-313-9372;ind1A
IRIS-313-9375;trop1
IRIS-313-9379;temp
IRIS-313-9384;ind2
IRIS-313-9388;ind2
IRIS-313-9389;trop1
IRIS-313-9391;ind2
IRIS-313-9392;admix
IRIS-313-9397;ind2
IRIS-313-9400;indx
IRIS-313-9402;indx
IRIS-313-9403;ind2
IRIS-313-9404;admix
IRIS-313-9405;trop1
IRIS-313-9406;ind3
IRIS-313-9409;ind3
IRIS-313-9410;temp
IRIS-313-9415;ind3
IRIS-313-9422;aus
IRIS-313-9423;trop1
IRIS-313-9424;indx
IRIS-313-9427;indx
IRIS-313-9429;indx
IRIS-313-9433;ind2
IRIS-313-9438;temp
IRIS-313-9445;admix
IRIS-313-9449;aus
IRIS-313-9451;indx
IRIS-313-9452;trop1
IRIS-313-9461;ind3
IRIS-313-9463;temp
IRIS-313-9464;admix
IRIS-313-9468;temp
IRIS-313-9469;ind1A
IRIS-313-9470;trop1
IRIS-313-9472;indx
IRIS-313-9482;ind1B
IRIS-313-9484;indx
IRIS-313-9491;trop1
IRIS-313-9492;ind2
IRIS-313-9503;indx
IRIS-313-9505;ind1A
IRIS-313-9506;admix
IRIS-313-9516;ind2
IRIS-313-9519;trop1
IRIS-313-9522;indx
IRIS-313-9523;japx
IRIS-313-9529;trop2
IRIS-313-9533;ind3
IRIS-313-9539;temp
IRIS-313-9547;ind2
IRIS-313-9550;trop1
IRIS-313-9551;ind2
IRIS-313-9555;indx
IRIS-313-9557;ind2
IRIS-313-9558;trop1
IRIS-313-9560;indx
IRIS-313-9566;ind1B
IRIS-313-9567;ind3
IRIS-313-9568;trop1
IRIS-313-9570;indx
IRIS-313-9572;indx
IRIS-313-9574;indx
IRIS-313-9575;ind3
IRIS-313-9582;ind3
IRIS-313-9590;ind3
IRIS-313-9593;indx
IRIS-313-9594;indx
IRIS-313-9600;indx
IRIS-313-9601;aro
IRIS-313-9602;indx
IRIS-313-9604;indx
IRIS-313-9605;ind1A
IRIS-313-9606;ind2
IRIS-313-9609;indx
IRIS-313-9610;aus
IRIS-313-9611;ind2
IRIS-313-9616;trop1
IRIS-313-9617;ind2
IRIS-313-9619;indx
IRIS-313-9623;indx
IRIS-313-9626;aus
IRIS-313-9629;aro
IRIS-313-9634;indx
IRIS-313-9636;aus
IRIS-313-9637;ind3
IRIS-313-9641;aus
IRIS-313-9648;admix
IRIS-313-9661;aus
IRIS-313-9669;ind3
IRIS-313-9682;aro
IRIS-313-9685;indx
IRIS-313-9687;indx
IRIS-313-9691;trop1
IRIS-313-9694;ind3
IRIS-313-9695;aus
IRIS-313-9696;indx
IRIS-313-9697;ind3
IRIS-313-9698;temp
IRIS-313-9699;ind3
IRIS-313-9701;temp
IRIS-313-9702;temp
IRIS-313-9703;temp
IRIS-313-9705;ind1A
IRIS-313-9706;ind1A
IRIS-313-9708;ind1A
IRIS-313-9709;ind2
IRIS-313-9723;ind1A
IRIS-313-9724;temp
IRIS-313-9725;temp
IRIS-313-9727;ind1A
IRIS-313-9730;ind1A
IRIS-313-9732;ind2
IRIS-313-9740;ind2
IRIS-313-9742;trop1
IRIS-313-9745;trop1
IRIS-313-9758;ind1A
IRIS-313-9759;temp
IRIS-313-9767;indx
IRIS-313-9769;temp
IRIS-313-9770;temp
IRIS-313-9771;temp
IRIS-313-9774;japx
IRIS-313-9778;admix
IRIS-313-9782;temp
IRIS-313-9783;admix
IRIS-313-9789;trop1
IRIS-313-9790;temp
IRIS-313-9791;indx
IRIS-313-9795;ind2
IRIS-313-9800;trop1
IRIS-313-9809;ind3
IRIS-313-9811;temp
IRIS-313-9813;temp
IRIS-313-9814;temp
IRIS-313-9817;ind2
IRIS-313-9818;admix
IRIS-313-9822;ind1A
IRIS-313-9825;ind2
IRIS-313-9831;indx
IRIS-313-9832;ind2
IRIS-313-9838;temp
IRIS-313-9839;temp
IRIS-313-9841;indx
IRIS-313-9851;trop1
IRIS-313-9861;aus
IRIS-313-9862;ind2
IRIS-313-9867;ind1B
IRIS-313-9880;temp
IRIS-313-9882;indx
IRIS-313-9884;temp
IRIS-313-9886;temp
IRIS-313-9887;temp
IRIS-313-9890;temp
IRIS-313-9891;temp
IRIS-313-9897;trop1
IRIS-313-9898;ind3
IRIS-313-9917;ind1B
IRIS-313-9922;ind1B
IRIS-313-9924;indx
IRIS-313-9925;ind1B
IRIS-313-9926;indx
IRIS-313-9928;trop1
IRIS-313-9929;trop1
IRIS-313-9935;ind2
IRIS-313-9936;ind2
IRIS-313-9937;temp
IRIS-313-9939;admix
IRIS-313-9940;ind1B
IRIS-313-9944;indx
IRIS-313-9949;trop1
IRIS-313-9953;indx
IRIS-313-9961;temp
IRIS-313-9963;aus
IRIS-313-9964;temp
IRIS-313-9966;ind1B
IRIS-313-9968;indx
IRIS-313-9969;indx
IRIS-313-9970;ind2
IRIS-313-9974;temp
IRIS-313-9976;ind1A
IRIS-313-9978;aro
IRIS-313-9980;japx
IRIS-313-9986;indx
IRIS-313-9989;ind3
IRIS-313-9995;trop1
IRIS-313-9996;temp
B001;temp
B002;temp
B003;japx
B004;temp
B005;temp
B006;indx
B007;indx
B008;temp
B009;ind1A
B010;ind1A
B011;indx
B012;ind2
B013;indx
B014;temp
B015;ind1A
B016;temp
B017;temp
B018;trop1
B019;indx
B020;admix
B021;indx
B023;temp
B024;ind1A
B025;trop1
B026;indx
B027;ind3
B028;indx
B029;ind1B
B030;indx
B031;ind2
B032;ind1B
B033;ind1B
B034;temp
B035;indx
B036;japx
B037;trop1
B038;temp
B039;indx
B040;indx
B043;trop1
B044;indx
B045;temp
B046;temp
B047;temp
B048;ind1B
B049;aus
B051;indx
B052;ind2
B053;trop1
B054;trop1
B055;temp
B056;temp
B057;temp
B058;ind1B
B059;ind1A
B060;ind1A
B061;ind1A
B062;ind1A
B063;ind1A
B064;indx
B065;indx
B066;temp
B067;ind1A
B068;temp
B069;japx
B070;japx
B071;temp
B072;ind1A
B073;indx
B074;ind1A
B075;indx
B076;indx
B077;temp
B079;ind1A
B081;ind1A
B082;indx
B083;ind1A
B084;admix
B085;ind1A
B086;admix
B087;ind2
B088;indx
B089;indx
B090;indx
B091;indx
B092;ind1A
B093;ind1A
B094;ind1A
B095;indx
B096;indx
B097;indx
B100;temp
B101;temp
B102;temp
B103;temp
B104;ind1A
B105;indx
B106;indx
B107;indx
B108;indx
B109;japx
B110;temp
B111;temp
B112;ind1A
B113;indx
B114;ind1A
B115;ind1A
B116;indx
B117;temp
B118;indx
B119;ind1A
B120;indx
B121;ind1A
B122;temp
B123;indx
B124;temp
B125;indx
B126;ind1A
B127;ind1A
B128;indx
B129;indx
B130;ind1A
B131;indx
B132;indx
B133;indx
B134;trop2
B135;indx
B136;japx
B137;indx
B138;indx
B139;indx
B140;ind1A
B141;admix
B142;admix
B143;temp
B144;japx
B145;indx
B146;ind1B
B147;ind1A
B148;japx
B149;ind1A
B150;ind1A
B151;ind1A
B152;temp
B153;indx
B154;temp
B155;indx
B156;ind1A
B157;ind1A
B158;admix
B159;indx
B160;temp
B161;temp
B162;temp
B163;ind1A
B164;aus
B165;indx
B166;temp
B167;temp
B168;temp
B169;temp
B170;temp
B171;temp
B173;admix
B176;indx
B179;temp
B180;indx
B181;ind1A
B182;temp
B183;temp
B184;indx
B185;indx
B187;indx
B188;trop1
B189;trop1
B190;trop1
B191;trop1
B192;admix
B193;indx
B194;ind1B
B195;indx
B196;trop1
B197;ind1A
B198;ind1A
B199;temp
B200;ind1B
B201;ind1B
B202;indx
B203;indx
B204;temp
B205;japx
B207;indx
B208;ind1A
B210;ind1A
B212;temp
B213;ind1A
B214;ind1B
B215;temp
B216;ind1A
B217;ind1B
B218;temp
B219;indx
B221;ind1A
B222;ind1A
B223;temp
B224;ind1A
B225;temp
B226;temp
B227;indx
B228;japx
B229;indx
B230;japx
B232;ind1B
B233;indx
B234;ind1A
B235;temp
B236;temp
B238;indx
B239;ind1A
B240;temp
B241;trop2
B242;indx
B243;aus
B244;ind1A
B245;trop2
B246;indx
B247;indx
B248;ind1A
B249;ind1A
B250;temp
B252;indx
B253;indx
B254;indx
B255;indx
B258;temp
B259;ind1A
B260;ind1A
B261;ind1A
B263;temp
B264;ind1A
B265;indx
B266;trop2
B267;indx
B268;indx
B269;temp
CX10;ind1A
CX100;ind1B
CX101;ind1A
CX102;ind1A
CX103;admix
CX104;aro
CX106;trop1
CX107;ind3
CX108;admix
CX109;japx
CX11;japx
CX110;aro
CX111;trop1
CX112;admix
CX113;trop1
CX114;ind1A
CX115;indx
CX116;temp
CX117;indx
CX118;indx
CX119;indx
CX12;indx
CX120;indx
CX121;ind1B
CX122;indx
CX123;ind1A
CX124;indx
CX125;ind1B
CX126;ind1B
CX128;indx
CX129;trop1
CX13;indx
CX130;ind2
CX131;ind1A
CX132;trop1
CX133;ind1A
CX134;ind1B
CX138;japx
CX139;japx
CX14;temp
CX140;temp
CX141;ind3
CX142;japx
CX143;aro
CX144;indx
CX145;indx
CX146;indx
CX147;indx
CX148;ind3
CX149;aro
CX15;ind1B
CX150;ind1B
CX151;trop1
CX152;ind1B
CX153;ind2
CX154;ind3
CX155;ind2
CX156;indx
CX157;indx
CX158;ind3
CX16;temp
CX160;ind2
CX161;ind1B
CX162;ind1A
CX165;temp
CX17;indx
CX18;ind1A
CX182;indx
CX19;indx
CX2;indx
CX20;indx
CX205;japx
CX206;ind1B
CX207;indx
CX21;ind1B
CX210;admix
CX211;temp
CX212;temp
CX213;temp
CX214;trop1
CX218;ind1B
CX219;indx
CX22;ind1B
CX220;trop1
CX221;indx
CX225;ind1B
CX226;ind1B
CX227;aus
CX228;indx
CX23;ind3
CX230;ind1B
CX231;indx
CX232;indx
CX233;indx
CX234;indx
CX235;indx
CX236;indx
CX237;ind1B
CX238;ind1B
CX24;indx
CX240;indx
CX241;trop1
CX242;admix
CX243;trop1
CX247;indx
CX248;trop1
CX249;ind1B
CX25;ind1B
CX250;ind1B
CX251;temp
CX26;ind1B
CX262;trop1
CX263;indx
CX265;indx
CX266;trop1
CX267;indx
CX268;indx
CX269;trop1
CX27;indx
CX270;ind1A
CX273;indx
CX274;indx
CX275;indx
CX276;ind1B
CX277;japx
CX278;indx
CX28;ind1B
CX280;admix
CX281;ind1B
CX282;japx
CX284;japx
CX285;trop1
CX286;admix
CX287;temp
CX288;indx
CX29;admix
CX290;ind1B
CX291;indx
CX296;indx
CX3;ind1A
CX30;ind1B
CX303;indx
CX304;indx
CX305;ind1B
CX306;temp
CX307;japx
CX31;ind1B
CX313;indx
CX314;ind1B
CX315;temp
CX316;admix
CX317;temp
CX318;indx
CX319;indx
CX32;japx
CX328;ind1A
CX329;temp
CX33;ind1B
CX330;temp
CX34;indx
CX340;ind1B
CX341;indx
CX342;indx
CX343;indx
CX344;temp
CX345;temp
CX346;indx
CX347;indx
CX348;ind1B
CX349;indx
CX35;indx
CX350;temp
CX351;temp
CX352;trop1
CX353;japx
CX354;japx
CX355;trop1
CX356;temp
CX357;ind1B
CX358;ind1B
CX359;trop1
CX360;ind1B
CX361;ind1B
CX362;ind1B
CX363;indx
CX364;ind1B
CX365;admix
CX366;indx
CX367;trop1
CX368;aus
CX369;ind1B
CX37;ind1B
CX370;ind1B
CX371;trop1
CX372;trop1
CX373;trop1
CX374;trop1
CX375;ind1B
CX376;ind1B
CX377;ind1B
CX378;ind1B
CX379;ind1B
CX380;temp
CX381;ind1B
CX382;ind1B
CX383;temp
CX384;temp
CX385;ind1B
CX386;indx
CX387;ind1B
CX388;ind1B
CX389;temp
CX390;indx
CX391;temp
CX392;indx
CX393;ind1B
CX394;ind1B
CX395;admix
CX396;temp
CX397;temp
CX399;ind1B
CX4;indx
CX400;admix
CX401;indx
CX402;admix
CX403;ind1B
CX42;indx
CX43;ind1B
CX431;indx
CX44;ind1B
CX45;ind1B
CX46;admix
CX47;temp
CX48;indx
CX49;temp
CX5;indx
CX50;ind1B
CX51;indx
CX52;indx
CX53;indx
CX534;temp
CX54;indx
CX542;indx
CX548;indx
CX55;ind1A
CX56;temp
CX57;temp
CX58;temp
CX59;aro
CX6;admix
CX60;ind1B
CX61;ind1A
CX63;aus
CX64;ind3
CX65;aro
CX66;aro
CX67;aro
CX68;indx
CX69;indx
CX70;indx
CX71;ind3
CX72;aro
CX73;ind1B
CX74;temp
CX75;indx
CX76;ind1B
CX77;trop1
CX78;temp
CX79;ind1B
CX8;indx
CX80;ind1B
CX82;ind1B
CX83;ind1B
CX84;indx
CX85;indx
CX86;indx
CX87;indx
CX88;ind1A
CX89;indx
CX9;ind1B
CX90;ind1B
CX91;ind1B
CX92;ind1B
CX93;indx
CX94;indx
CX96;ind1B
CX97;ind1B
CX98;ind2
CX99;ind2
